Description,Global ID,ISO 25010:2023 Category,Last Edited,Last Edited By,Normative Reference,Priority,Related Story,Req ID,Status,TR,TR ID,Type
"The visual coding (colors and shapes) must comply with the WCAG 2.1 AA standard to guarantee legibility for color blindness, including a permanent accessible visual legend.",193,Interaction Capability,"September 24, 2026 7:57 AM",juan david julio serrano,W3C Web Content Accessibility Guidelines (WCAG) 2.1 AA,High,Work Permit Layer Visualization (https://app.notion.com/p/Work-Permit-Layer-Visualization-39287c56a8288049aec5de9a1b599c94?pvs=21),NFR-193,Approved,,,NFR
"If the source permit service is unavailable, the layer must display the last known state with a clear visual alert, without blocking or degrading other Digital Twin functionalities.",194,Reliability,"September 24, 2026 7:57 AM",juan david julio serrano,Offline-First Design Principles (Graceful Degradation),Medium,Work Permit Layer Visualization (https://app.notion.com/p/Work-Permit-Layer-Visualization-39287c56a8288049aec5de9a1b599c94?pvs=21),NFR-194,Approved,,,NFR
"The Permits Layer must adapt to hardware constraints; if 3D acceleration is unavailable, the system shall present the equivalent layer on the 2D plane.",195,Flexibility,"September 24, 2026 7:57 AM",juan david julio serrano,ISO/IEC 25010:2023 — Flexibility (Adaptability),Medium,Work Permit Layer Visualization (https://app.notion.com/p/Work-Permit-Layer-Visualization-39287c56a8288049aec5de9a1b599c94?pvs=21),NFR-195,Approved,,,NFR
"The system shall allow the Supervisor to zoom via mouse scroll or touch gestures (pinch), acting on the focal point under the cursor with adjustable sensitivity.",196,Functional Suitability,"September 24, 2026 8:04 AM",juan david julio serrano,Nielsen Norman Group (NN/g) - Touch and Map Gestures,High,Hierarchical Navigation and Semantic Zoom (https://app.notion.com/p/Hierarchical-Navigation-and-Semantic-Zoom-39287c56a82880af983aeb6a89764f2c?pvs=21),FR-196,Approved,,,FR
"The system shall implement 3 zoom levels with automatic transitions: (a) Level 1: General Area View, (b) Level 2: Specific Area with icons and labels, (c) Level 3: Equipment Unit Detail with telemetry and technical data.",197,Functional Suitability,"September 24, 2026 8:04 AM",juan david julio serrano,Semantic Zoom Patterns (Map UI Design),High,Hierarchical Navigation and Semantic Zoom (https://app.notion.com/p/Hierarchical-Navigation-and-Semantic-Zoom-39287c56a82880af983aeb6a89764f2c?pvs=21),FR-197,Approved,,,FR
"Upon changing zoom levels, the system shall load corresponding data asynchronously without blocking the user interface, ensuring navigation continuity.",198,Functional Suitability,"September 24, 2026 8:04 AM",juan david julio serrano,Single Page Application (SPA) Design Patterns,High,Hierarchical Navigation and Semantic Zoom (https://app.notion.com/p/Hierarchical-Navigation-and-Semantic-Zoom-39287c56a82880af983aeb6a89764f2c?pvs=21),FR-198,Approved,,,FR
"The system shall guarantee a fluid transition between information layers (semantic zoom), reducing visual complexity at distant levels and increasing technical detail at closer levels.",199,Functional Suitability,"September 24, 2026 8:04 AM",juan david julio serrano,Nielsen Norman Group (NN/g) - Visual Hierarchy,High,Hierarchical Navigation and Semantic Zoom (https://app.notion.com/p/Hierarchical-Navigation-and-Semantic-Zoom-39287c56a82880af983aeb6a89764f2c?pvs=21),FR-199,Approved,,,FR
"The system shall restrict camera movement via defined volume limits. If the user attempts to exceed the limits, the camera shall smoothly halt with a dampening animation.",200,Functional Suitability,"September 24, 2026 8:04 AM",juan david julio serrano,3D Space Navigation Best Practices,High,Hierarchical Navigation and Semantic Zoom (https://app.notion.com/p/Hierarchical-Navigation-and-Semantic-Zoom-39287c56a82880af983aeb6a89764f2c?pvs=21),FR-200,Approved,,,FR
"The system shall provide a ""General View"" control that resets the camera to the starting position via an animated transition of < 800ms.",201,Functional Suitability,"September 24, 2026 8:04 AM",juan david julio serrano,Nielsen Norman Group (NN/g) - User Control and Freedom,High,Hierarchical Navigation and Semantic Zoom (https://app.notion.com/p/Hierarchical-Navigation-and-Semantic-Zoom-39287c56a82880af983aeb6a89764f2c?pvs=21),FR-201,Approved,,,FR
The system shall dynamically manage data layer visibility according to the zoom level to optimize rendering performance and prevent cognitive noise.,202,Functional Suitability,"September 24, 2026 8:04 AM",juan david julio serrano,Progressive Disclosure Patterns,Medium,Hierarchical Navigation and Semantic Zoom (https://app.notion.com/p/Hierarchical-Navigation-and-Semantic-Zoom-39287c56a82880af983aeb6a89764f2c?pvs=21),FR-202,Approved,,,FR
"The system shall allow fixing the view on a specific Equipment Unit, maintaining detailed focus during lateral map displacements to facilitate status tracking.",203,Functional Suitability,"September 24, 2026 8:04 AM",juan david julio serrano,Information Visualization (Shneiderman's Mantra),Medium,Hierarchical Navigation and Semantic Zoom (https://app.notion.com/p/Hierarchical-Navigation-and-Semantic-Zoom-39287c56a82880af983aeb6a89764f2c?pvs=21),FR-203,Approved,,,FR
"Transitions between zoom levels must complete in < 800ms, targeting >= 30 FPS on mobile and >= 60 FPS on desktop during navigation.",204,Performance Efficiency,"September 24, 2026 8:04 AM",juan david julio serrano,ISO/IEC 25010:2023 — Performance Efficiency (Time behavior),High,Hierarchical Navigation and Semantic Zoom (https://app.notion.com/p/Hierarchical-Navigation-and-Semantic-Zoom-39287c56a82880af983aeb6a89764f2c?pvs=21),NFR-204,Approved,,,NFR
The initiation of data loading for a new zoom level must occur in < 100ms after the level change to guarantee a perception of immediate response.,205,Performance Efficiency,"September 24, 2026 8:04 AM",juan david julio serrano,ISO/IEC 25010:2023 — Performance Efficiency (Time behavior),High,Hierarchical Navigation and Semantic Zoom (https://app.notion.com/p/Hierarchical-Navigation-and-Semantic-Zoom-39287c56a82880af983aeb6a89764f2c?pvs=21),NFR-205,Approved,,,NFR
The zoom response to input actions (mouse/touch) must have a latency of < 100ms.,206,Performance Efficiency,"September 24, 2026 8:04 AM",juan david julio serrano,ISO/IEC 25010:2023 — Performance Efficiency (Time behavior),High,Hierarchical Navigation and Semantic Zoom (https://app.notion.com/p/Hierarchical-Navigation-and-Semantic-Zoom-39287c56a82880af983aeb6a89764f2c?pvs=21),NFR-206,Approved,,,NFR
"The system must maintain rendering fluidity and application stability against abrupt level-of-detail changes, preventing freezing due to client graphic resource insufficiency.",207,Performance Efficiency,"September 24, 2026 8:04 AM",juan david julio serrano,ISO/IEC 25010:2023 — Performance Efficiency (Capacity),High,Hierarchical Navigation and Semantic Zoom (https://app.notion.com/p/Hierarchical-Navigation-and-Semantic-Zoom-39287c56a82880af983aeb6a89764f2c?pvs=21),NFR-207,Approved,,,NFR
Navigation must be functional and consistent across desktop and mobile environments via input event normalization.,208,Flexibility,"September 24, 2026 8:04 AM",juan david julio serrano,ISO/IEC 25010:2023 — Flexibility (Adaptability),Medium,Hierarchical Navigation and Semantic Zoom (https://app.notion.com/p/Hierarchical-Navigation-and-Semantic-Zoom-39287c56a82880af983aeb6a89764f2c?pvs=21),NFR-208,Approved,,,NFR
The system shall provide keyboard navigation mechanisms and notify of zoom context changes to support basic accessibility standards.,209,Interaction Capability,"September 24, 2026 8:04 AM",juan david julio serrano,W3C Web Content Accessibility Guidelines (WCAG) 2.1,Medium,Hierarchical Navigation and Semantic Zoom (https://app.notion.com/p/Hierarchical-Navigation-and-Semantic-Zoom-39287c56a82880af983aeb6a89764f2c?pvs=21),NFR-209,Approved,,,NFR
"The system shall provide a ""View Exploded"" option in the Equipment Unit detail panel only when the exploded model is available. The transition to the exploded mode shall use a component separation animation of < 1.5s.",210,Functional Suitability,"September 24, 2026 8:04 AM",juan david julio serrano,The High Performance HMI Handbook,High,Exploded View Visualization (https://app.notion.com/p/Exploded-View-Visualization-39287c56a82880b9b318c66ced520ca6?pvs=21),FR-210,Approved,,,FR
"The system shall display each internal component of the Equipment Unit as a separate object within the exploded view, linked to its master technical inventory data.",211,Functional Suitability,"September 24, 2026 8:04 AM",juan david julio serrano,"ISO 14224:2016, Section 6 — Taxonomy (Maintainable Item linkage)",High,Exploded View Visualization (https://app.notion.com/p/Exploded-View-Visualization-39287c56a82880b9b318c66ced520ca6?pvs=21),FR-211,Approved,,,FR
"Selecting a component in the exploded view shall visually highlight it and present a detail card with its technical name, part code, and stock availability at the time of query.",212,Functional Suitability,"September 24, 2026 8:04 AM",juan david julio serrano,Wireman Vol 2 - MRO Inventory Management,High,Exploded View Visualization (https://app.notion.com/p/Exploded-View-Visualization-39287c56a82880b9b318c66ced520ca6?pvs=21),FR-212,Approved,,,FR
"The system shall support sequential navigation between exploded components via keyboard shortcuts, updating the highlight and technical information at each step.",213,Functional Suitability,"September 24, 2026 8:04 AM",juan david julio serrano,W3C Web Content Accessibility Guidelines (WCAG) 2.1,Medium,Exploded View Visualization (https://app.notion.com/p/Exploded-View-Visualization-39287c56a82880b9b318c66ced520ca6?pvs=21),FR-213,Approved,,,FR
"The system shall provide a control to deactivate the exploded mode, reintegrating components to their original position via a reverse animation of < 1.5s.",214,Functional Suitability,"September 24, 2026 8:04 AM",juan david julio serrano,Nielsen Norman Group (NN/g) - 10 Usability Heuristics,High,Exploded View Visualization (https://app.notion.com/p/Exploded-View-Visualization-39287c56a82880b9b318c66ced520ca6?pvs=21),FR-214,Approved,,,FR
"The system shall allow exporting the current exploded view as a high-resolution image, including the Equipment Unit name and export timestamp.",215,Functional Suitability,"September 24, 2026 8:04 AM",juan david julio serrano,"ISO 55001:2014, Clause 7.5 — Documented information",Medium,Exploded View Visualization (https://app.notion.com/p/Exploded-View-Visualization-39287c56a82880b9b318c66ced520ca6?pvs=21),FR-215,Approved,,,FR
The system shall display a collapsible technical legend listing all visible components with their inventory availability indicators.,216,Functional Suitability,"September 24, 2026 8:04 AM",juan david julio serrano,The High Performance HMI Handbook,Medium,Exploded View Visualization (https://app.notion.com/p/Exploded-View-Visualization-39287c56a82880b9b318c66ced520ca6?pvs=21),FR-216,Approved,,,FR
"The stock availability information for a component shall be queried on-demand upon selecting the component in the exploded view, without background auto-sync.",217,Functional Suitability,"September 24, 2026 8:04 AM",juan david julio serrano,Architectural Performance Guidelines,Low,Exploded View Visualization (https://app.notion.com/p/Exploded-View-Visualization-39287c56a82880b9b318c66ced520ca6?pvs=21),FR-217,Approved,,,FR
"Separation and integration animations of the exploded view must be fluid (targeting >= 30 FPS on mobile, >= 60 FPS on desktop) and complete in < 1.5s.",218,Performance Efficiency,"September 24, 2026 8:04 AM",juan david julio serrano,ISO/IEC 25010:2023 — Performance Efficiency (Time behavior),High,Exploded View Visualization (https://app.notion.com/p/Exploded-View-Visualization-39287c56a82880b9b318c66ced520ca6?pvs=21),NFR-218,Approved,,,NFR
"The loading of detailed exploded geometries must be performed asynchronously without blocking the user interface, with a maximum wait time of 5 seconds before displaying a progress indicator.",219,Performance Efficiency,"September 24, 2026 8:04 AM",juan david julio serrano,ISO/IEC 25010:2023 — Performance Efficiency (Time behavior),High,Exploded View Visualization (https://app.notion.com/p/Exploded-View-Visualization-39287c56a82880b9b318c66ced520ca6?pvs=21),NFR-219,Approved,,,NFR
